,Unnamed,UNIT,DATEn,TIMEn,Hour,DESCn,ENTRIESn_hourly,EXITSn_hourly,maxpressurei,maxdewpti,mindewpti,minpressurei,meandewpti,meanpressurei,fog,rain,meanwindspdi,mintempi,meantempi,maxtempi,precipi,thunder
7068,7068,R436,2011-05-02,09:00:00,9,REGULAR,1442.0,420.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7069,7069,R436,2011-05-02,13:00:00,13,REGULAR,582.0,329.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7070,7070,R436,2011-05-02,17:00:00,17,REGULAR,767.0,932.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7071,7071,R436,2011-05-02,21:00:00,21,REGULAR,428.0,1159.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7072,7072,R437,2011-05-02,01:00:00,1,REGULAR,260.0,671.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7073,7073,R437,2011-05-02,05:00:00,5,REGULAR,71.0,100.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7074,7074,R437,2011-05-02,09:00:00,9,REGULAR,2295.0,368.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7075,7075,R437,2011-05-02,21:00:00,21,REGULAR,1518.0,2519.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7076,7076,R438,2011-05-02,01:00:00,1,REGULAR,270.0,379.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7077,7077,R438,2011-05-02,05:00:00,5,REGULAR,94.0,117.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7078,7078,R438,2011-05-02,09:00:00,9,REGULAR,2045.0,486.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7079,7079,R438,2011-05-02,13:00:00,13,REGULAR,1128.0,423.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7080,7080,R438,2011-05-02,17:00:00,17,REGULAR,1021.0,845.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7081,7081,R438,2011-05-02,21:00:00,21,REGULAR,622.0,940.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7082,7082,R439,2011-05-02,01:00:00,1,REGULAR,217.0,336.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7083,7083,R439,2011-05-02,05:00:00,5,REGULAR,79.0,57.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7084,7084,R439,2011-05-02,09:00:00,9,REGULAR,2173.0,498.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7085,7085,R439,2011-05-02,13:00:00,13,REGULAR,1030.0,361.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7086,7086,R439,2011-05-02,17:00:00,17,REGULAR,1009.0,849.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7087,7087,R439,2011-05-02,21:00:00,21,REGULAR,639.0,1104.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7088,7088,R440,2011-05-02,01:00:00,1,REGULAR,542.0,485.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7089,7089,R440,2011-05-02,05:00:00,5,REGULAR,221.0,168.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7090,7090,R440,2011-05-02,09:00:00,9,REGULAR,916.0,482.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7091,7091,R440,2011-05-02,13:00:00,13,REGULAR,514.0,398.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7092,7092,R440,2011-05-02,17:00:00,17,REGULAR,751.0,448.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7093,7093,R440,2011-05-02,21:00:00,21,REGULAR,453.0,477.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7094,7094,R441,2011-05-02,01:00:00,1,REGULAR,163.0,298.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7095,7095,R441,2011-05-02,05:00:00,5,REGULAR,51.0,62.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7096,7096,R441,2011-05-02,13:00:00,13,REGULAR,1987.0,598.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7097,7097,R441,2011-05-02,17:00:00,17,REGULAR,559.0,829.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7098,7098,R441,2011-05-02,21:00:00,21,REGULAR,359.0,1027.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7099,7099,R442,2011-05-02,01:00:00,1,REGULAR,155.0,318.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7100,7100,R442,2011-05-02,05:00:00,5,REGULAR,70.0,66.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7101,7101,R442,2011-05-02,09:00:00,9,REGULAR,1372.0,315.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7102,7102,R442,2011-05-02,13:00:00,13,REGULAR,600.0,325.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7103,7103,R442,2011-05-02,17:00:00,17,REGULAR,549.0,662.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7104,7104,R442,2011-05-02,21:00:00,21,REGULAR,390.0,791.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7105,7105,R443,2011-05-02,01:00:00,1,REGULAR,315.0,369.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7106,7106,R443,2011-05-02,05:00:00,5,REGULAR,114.0,111.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7107,7107,R443,2011-05-02,09:00:00,9,REGULAR,2350.0,632.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7108,7108,R443,2011-05-02,13:00:00,13,REGULAR,1289.0,495.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7109,7109,R443,2011-05-02,17:00:00,17,REGULAR,1470.0,955.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7110,7110,R443,2011-05-02,21:00:00,21,REGULAR,851.0,1207.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7111,7111,R444,2011-05-02,01:00:00,1,REGULAR,1.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7112,7112,R444,2011-05-02,05:00:00,5,REGULAR,17.0,4.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7113,7113,R444,2011-05-02,09:00:00,9,REGULAR,1565.0,195.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7114,7114,R444,2011-05-02,13:00:00,13,REGULAR,584.0,165.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7115,7115,R444,2011-05-02,17:00:00,17,REGULAR,768.0,365.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7116,7116,R444,2011-05-02,21:00:00,21,REGULAR,487.0,420.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7117,7117,R445,2011-05-02,01:00:00,1,REGULAR,341.0,591.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7118,7118,R445,2011-05-02,05:00:00,5,REGULAR,128.0,136.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7119,7119,R445,2011-05-02,09:00:00,9,REGULAR,2508.0,1024.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7120,7120,R445,2011-05-02,13:00:00,13,REGULAR,1345.0,847.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7121,7121,R445,2011-05-02,17:00:00,17,REGULAR,1887.0,1557.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7122,7122,R445,2011-05-02,21:00:00,21,REGULAR,1310.0,1636.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7123,7123,R446,2011-05-02,01:00:00,1,REGULAR,263.0,614.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7124,7124,R446,2011-05-02,05:00:00,5,REGULAR,106.0,151.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7125,7125,R446,2011-05-02,09:00:00,9,REGULAR,2071.0,837.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7126,7126,R446,2011-05-02,13:00:00,13,REGULAR,1171.0,836.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7127,7127,R446,2011-05-02,17:00:00,17,REGULAR,1521.0,1380.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7128,7128,R446,2011-05-02,21:00:00,21,REGULAR,985.0,1591.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7129,7129,R447,2011-05-02,01:00:00,1,REGULAR,188.0,196.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7130,7130,R447,2011-05-02,05:00:00,5,REGULAR,87.0,73.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7131,7131,R447,2011-05-02,09:00:00,9,REGULAR,1099.0,1006.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7132,7132,R447,2011-05-02,13:00:00,13,REGULAR,701.0,510.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7133,7133,R447,2011-05-02,17:00:00,17,REGULAR,1102.0,729.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7134,7134,R447,2011-05-02,21:00:00,21,REGULAR,781.0,567.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7135,7135,R448,2011-05-02,01:00:00,1,REGULAR,35.0,49.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7136,7136,R448,2011-05-02,05:00:00,5,REGULAR,21.0,16.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7137,7137,R448,2011-05-02,07:13:54,7,REGULAR,53.0,17.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7138,7138,R448,2011-05-02,09:00:00,9,REGULAR,156.0,335.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7139,7139,R448,2011-05-02,13:00:00,13,REGULAR,167.0,224.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7140,7140,R448,2011-05-02,14:13:42,14,REGULAR,8.0,20.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7141,7141,R448,2011-05-02,17:00:00,17,REGULAR,266.0,169.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7142,7142,R448,2011-05-02,21:00:00,21,REGULAR,227.0,197.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7143,7143,R449,2011-05-02,01:00:00,1,REGULAR,171.0,466.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7144,7144,R449,2011-05-02,05:00:00,5,REGULAR,93.0,91.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7145,7145,R449,2011-05-02,09:00:00,9,REGULAR,1664.0,759.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7146,7146,R449,2011-05-02,13:00:00,13,REGULAR,780.0,474.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7147,7147,R449,2011-05-02,17:00:00,17,REGULAR,814.0,1050.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7148,7148,R449,2011-05-02,21:00:00,21,REGULAR,593.0,1145.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7149,7149,R450,2011-05-02,01:00:00,1,REGULAR,141.0,309.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7150,7150,R450,2011-05-02,05:00:00,5,REGULAR,73.0,96.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7151,7151,R450,2011-05-02,09:00:00,9,REGULAR,1119.0,716.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7152,7152,R450,2011-05-02,13:00:00,13,REGULAR,581.0,497.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7153,7153,R450,2011-05-02,17:00:00,17,REGULAR,936.0,774.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7154,7154,R450,2011-05-02,21:00:00,21,REGULAR,694.0,768.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7155,7155,R451,2011-05-02,01:00:00,1,REGULAR,211.0,110.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7156,7156,R451,2011-05-02,05:00:00,5,REGULAR,84.0,28.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7157,7157,R451,2011-05-02,07:17:06,7,REGULAR,687.0,102.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7158,7158,R451,2011-05-02,09:00:00,9,REGULAR,1590.0,380.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7159,7159,R451,2011-05-02,13:00:00,13,REGULAR,1455.0,391.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7160,7160,R451,2011-05-02,17:00:00,17,REGULAR,2060.0,385.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7161,7161,R451,2011-05-02,21:00:00,21,REGULAR,1599.0,535.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7162,7162,R452,2011-05-02,01:00:00,1,REGULAR,3123.0,2096.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7163,7163,R452,2011-05-02,05:00:00,5,REGULAR,268.0,237.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7164,7164,R452,2011-05-02,09:00:00,9,REGULAR,7401.0,5469.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7165,7165,R452,2011-05-02,13:00:00,13,REGULAR,7351.0,6841.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7166,7166,R452,2011-05-02,17:00:00,17,REGULAR,8907.0,7921.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7167,7167,R452,2011-05-02,21:00:00,21,REGULAR,10328.0,12321.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7168,7168,R453,2011-05-02,00:00:00,0,REGULAR,944.0,269.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7169,7169,R453,2011-05-02,04:00:00,4,REGULAR,133.0,47.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7170,7170,R453,2011-05-02,08:00:00,8,REGULAR,51.0,452.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7171,7171,R453,2011-05-02,12:00:00,12,REGULAR,1164.0,5678.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7172,7172,R453,2011-05-02,16:00:00,16,REGULAR,2183.0,2576.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7173,7173,R453,2011-05-02,20:00:00,20,REGULAR,5657.0,3167.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7174,7174,R454,2011-05-02,00:00:00,0,REGULAR,99.0,517.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7175,7175,R454,2011-05-02,04:00:00,4,REGULAR,12.0,161.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7176,7176,R454,2011-05-02,08:00:00,8,REGULAR,133.0,200.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7177,7177,R454,2011-05-02,12:00:00,12,REGULAR,223.0,829.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7178,7178,R454,2011-05-02,16:00:00,16,REGULAR,308.0,620.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7179,7179,R454,2011-05-02,20:00:00,20,REGULAR,398.0,1880.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7180,7180,R455,2011-05-02,00:00:00,0,REGULAR,53.0,320.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7181,7181,R455,2011-05-02,04:00:00,4,REGULAR,9.0,108.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7182,7182,R455,2011-05-02,08:00:00,8,REGULAR,132.0,269.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7183,7183,R455,2011-05-02,12:00:00,12,REGULAR,186.0,380.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7184,7184,R455,2011-05-02,16:00:00,16,REGULAR,178.0,407.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7185,7185,R455,2011-05-02,20:00:00,20,REGULAR,301.0,978.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7186,7186,R456,2011-05-02,00:00:00,0,REGULAR,51.0,123.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7187,7187,R456,2011-05-02,04:00:00,4,REGULAR,7.0,8.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7188,7188,R456,2011-05-02,08:00:00,8,REGULAR,84.0,467.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7189,7189,R456,2011-05-02,12:00:00,12,REGULAR,587.0,2129.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7190,7190,R456,2011-05-02,16:00:00,16,REGULAR,661.0,972.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7191,7191,R456,2011-05-02,20:00:00,20,REGULAR,788.0,720.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7192,7192,R460,2011-05-02,01:00:00,1,REGULAR,474.0,441.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7193,7193,R460,2011-05-02,05:00:00,5,REGULAR,128.0,91.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7194,7194,R460,2011-05-02,09:00:00,9,REGULAR,3013.0,867.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7195,7195,R460,2011-05-02,09:24:37,9,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7196,7196,R460,2011-05-02,13:00:00,13,REGULAR,3005.0,1086.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7197,7197,R460,2011-05-02,17:00:00,17,REGULAR,2602.0,1485.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7198,7198,R460,2011-05-02,21:00:00,21,REGULAR,2474.0,2109.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7199,7199,R461,2011-05-02,01:00:00,1,REGULAR,1646.0,554.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7200,7200,R461,2011-05-02,05:00:00,5,REGULAR,209.0,83.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7201,7201,R461,2011-05-02,09:00:00,9,REGULAR,1166.0,3894.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7202,7202,R461,2011-05-02,13:00:00,13,REGULAR,2139.0,7559.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7203,7203,R461,2011-05-02,17:00:00,17,REGULAR,4609.0,4779.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7204,7204,R461,2011-05-02,21:00:00,21,REGULAR,9842.0,4306.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7205,7205,R462,2011-05-02,01:00:00,1,REGULAR,3342.0,3423.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7206,7206,R462,2011-05-02,05:00:00,5,REGULAR,72.0,77.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7207,7207,R462,2011-05-02,07:14:02,7,REGULAR,76.0,344.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7208,7208,R462,2011-05-02,09:00:00,9,REGULAR,364.0,1673.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7209,7209,R462,2011-05-02,13:00:00,13,REGULAR,1776.0,4072.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7210,7210,R462,2011-05-02,17:00:00,17,REGULAR,4022.0,2775.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7211,7211,R462,2011-05-02,21:00:00,21,REGULAR,5711.0,1875.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7212,7212,R463,2011-05-02,01:00:00,1,REGULAR,1799.0,779.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
7213,7213,R463,2011-05-02,05:00:00,5,REGULAR,149.0,153.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
